UMAP1,UMAP2,zval,cluster
6.899799,-2.4898882,-2,beta_1
6.885254,-1.970783,0.74257311709597,beta_1
-5.429863,2.4980466,1.7939608150306,alpha_2
-3.9018729,2.4986274,2,alpha_2
8.597889,-2.0156252,1.07529638778717,beta_1
8.651827,-3.6376548,-0.681983505583924,beta_1
5.6593595,1.3735352,2,beta_2
7.489981,-0.79968643,0.272820633961968,beta_2
7.9365354,-3.0457628,-0.72536597251712,beta_1
7.435894,-3.0232885,0.149754896102802,beta_1
3.664657,2.9137905,2,beta_2
7.9495125,-0.97659767,-0.590802078172951,beta_1
-10.156094,-1.0469458,-2,alpha_1
-3.560343,4.0240483,-1.62582901072754,alpha_2
-7.4476247,1.3834404,0.335224717163629,alpha_1
-10.020174,-1.7432194,-1.26174696135339,alpha_1
1.1828437,3.6468227,-0.723693472752667,beta_2
-7.345814,-1.510881,-0.847799619259917,alpha_1
4.109384,2.87239,2,beta_2
7.6890955,-0.25436795,-0.643910013258685,beta_2
7.6885133,-2.493086,-2,beta_1
9.004509,-0.14525743,0.753182952429282,beta_1
7.002704,-1.2032723,0.943705130470843,beta_2
-9.031613,-2.7254708,-2,alpha_1
-8.732606,-1.0569222,-2,alpha_1
3.503293,3.306831,2,beta_2
0.25497726,-0.94942206,-0.0622941946873772,delta_1
4.6438613,3.1075995,2,beta_2
-3.2885716,4.500113,2,alpha_2
-7.4809165,-1.2201833,0.0270447228856493,alpha_1
-11.031488,0.14881895,-1.47389075217589,alpha_1
6.8775053,-1.1486279,0.495495267328777,beta_2
-9.472835,-1.7750324,-2,alpha_1
4.692451,2.9917538,2,beta_2
-8.890053,0.33258924,-0.510278638214219,alpha_1
-7.3102007,-0.9086482,-1.09576211108491,alpha_1
-6.9029493,-0.4061288,-2,alpha_1
-10.134002,-0.36824587,-1.2134200058413,alpha_1
5.7663226,-1.173203,1.51356966093259,beta_2
9.10608,-1.3675661,-2,beta_1
-7.8857517,-1.2324787,-0.814154570936167,alpha_1
-8.515821,1.5239079,1.48442088635742,alpha_1
5.857903,-0.76220924,1.64031359777429,beta_2
6.4304976,-4.358419,-0.3561445905265,beta_1
6.9135513,0.81250817,2,beta_2
7.704173,-2.8976655,-0.225253989023648,beta_1
2.1576161,3.5724022,2,beta_2
6.719298,-2.9289117,-0.686988807496241,beta_1
6.547197,1.6532633,2,beta_2
-8.992585,-0.28724453,-2,alpha_1
-9.935698,1.7755075,0.54261214033969,alpha_1
-7.871752,-2.6606605,-1.65989230942707,alpha_1
8.647873,-2.4278316,-1.18039848205231,beta_1
-9.688768,1.8294665,0.133574421128081,alpha_1
-7.377233,-0.7203727,1.248313432361,alpha_1
8.336548,-2.635538,-0.487346537932114,beta_1
6.359828,-3.171131,-2,beta_1
-9.252346,-2.206548,-1.34084192279053,alpha_1
5.7894354,1.0681833,2,beta_2
7.989452,-4.342075,0.0431580279792473,beta_1
-2.930374,3.0785196,0.183169787692875,alpha_2
-7.733745,-1.5750223,-2,alpha_1
-8.023307,-0.0259566,-1.55565688598201,alpha_1
7.978874,-4.122193,1.10245264616395,beta_1
-8.670868,-2.4501715,-2,alpha_1
3.7055857,3.1691,2,beta_2
6.9857287,-4.1113434,-0.718482345533765,beta_1
-8.491774,-2.253164,-0.581368780289315,alpha_1
9.194035,-1.7490621,-2,beta_1
7.573401,-3.1583617,1.94012433734918,beta_1
5.0622706,1.5085797,2,beta_2
6.158407,-3.712306,-0.776067132779756,beta_1
8.279462,-3.1846557,0.975142691049262,beta_1
5.5051203,0.6492815,1.9914160779908,beta_2
5.6122746,-1.0705779,2,beta_2
-10.40007,-0.2391273,-2,alpha_1
-10.361009,0.8389362,-2,alpha_1
8.567711,-0.91071093,2,beta_1
-10.652637,0.70168316,-2,alpha_1
9.559974,-1.8758881,-2,beta_1
0.41392753,-0.7041415,-0.0403917368796068,delta_1
-7.7798557,-2.1909904,-0.458676130776298,alpha_1
6.427136,-1.0192373,0.36785457547443,beta_2
5.4398375,2.393817,2,beta_2
-7.169773,0.07581854,-2,alpha_1
-8.126657,-1.2207452,-1.39027747609227,alpha_1
7.1054115,-4.68363,-2,beta_1
8.900408,-3.0761712,-2,beta_1
7.589391,-2.5790539,0.43856455212284,beta_1
-9.746881,-1.4472257,-2,alpha_1
0.30399385,0.9497389,2,delta_2
5.742777,2.2662811,2,beta_2
5.7394624,-3.846255,-0.893529430488072,beta_1
-8.103302,-0.3197118,-2,alpha_1
-3.6843708,2.738483,2,alpha_2
6.7729387,-4.249729,-1.99830303578342,beta_1
-7.095654,0.611846,-0.75674385551518,alpha_1
6.4990153,-1.1508458,-1.45919263983236,beta_2
-9.198604,-2.179125,0.78860626325386,alpha_1
7.7266,-1.9348502,-0.859199948344221,beta_1
0.017503005,-0.4932215,1.30779694631849,delta_1
-4.2873707,3.2639396,2,alpha_2
-7.1382384,-1.2240108,1.72725509922833,alpha_1
6.535278,-3.909713,-0.525815537442068,beta_1
8.009166,-4.023902,-2,beta_1
-7.894257,-2.5328147,-2,alpha_1
2.7155614,2.539869,-0.27680214362237,beta_2
5.571258,2.0886042,2,beta_2
-9.904051,1.712939,0.131281747759936,alpha_1
-3.191791,4.6833034,0.367776527434159,alpha_2
7.9829803,-2.7242324,-2,beta_1
-10.967053,0.68931425,-2,alpha_1
5.3158154,0.2570027,2,beta_2
7.6328964,-2.954457,-2,beta_1
-7.30436,-1.2663906,-2,alpha_1
-9.835462,1.7732239,-2,alpha_1
6.937385,0.24866101,2,beta_2
8.346573,-3.1933074,1.4756088224742,beta_1
8.794813,-2.8956125,-1.20011244426216,beta_1
7.6867537,-1.5187432,1.09890553271925,beta_1
-9.290273,-1.6233715,-2,alpha_1
7.8347363,-1.444701,1.05634017074299,beta_1
-0.4220281,-0.25171354,2,delta_1
6.7266035,1.4540143,2,beta_2
3.3550925,2.5473258,2,beta_2
6.2242227,2.1382468,2,beta_2
5.6474156,2.4059935,2,beta_2
6.299183,-2.5744357,-0.977252843568048,beta_1
0.3549546,0.6329448,1.8618892971838,delta_2
6.238054,0.23227924,1.90139882930179,beta_2
-10.324315,0.44550365,-2,alpha_1
-2.319779,3.495113,2,alpha_2
4.609501,2.3024826,2,beta_2
8.057473,-1.1115762,1.45278579024513,beta_1
8.62773,-3.6401188,-1.21034410620495,beta_1
-8.834753,-2.1581426,-1.46581511290335,alpha_1
-2.469806,3.4076645,2,alpha_2
-8.75434,-2.6375504,-1.00291875741854,alpha_1
8.204864,-0.9969177,-1.23302547567673,beta_1
2.0533664,3.892873,2,beta_2
7.7540603,-2.7309716,-2,beta_1
-8.771828,-1.2136368,-2,alpha_1
5.327163,1.9801339,2,beta_2
8.396453,-3.5958743,-2,beta_1
5.903053,-0.6483382,1.70176709352886,beta_2
-3.2184803,2.807975,2,alpha_2
5.30808,0.17916231,1.56178835251942,beta_2
-10.546853,1.4891332,-0.807634488740881,alpha_1
4.942195,3.1582484,2,beta_2
-0.17407064,3.9845705,-2,beta_2
-2.5360909,4.4885116,-2,alpha_2
9.183464,-0.26030487,1.76895891154206,beta_1
6.9425025,-3.2861722,0.349418080899219,beta_1
2.3033843,3.068372,-0.30501665174245,beta_2
-10.6098995,1.4546316,-0.00583270961247691,alpha_1
4.9881268,3.1447833,2,beta_2
-0.010593692,3.875316,-2,beta_2
-7.6218724,-0.9330929,-1.39941775895595,alpha_1
7.292308,0.6252337,1.83021399281049,beta_2
-8.108098,-2.7677681,-2,alpha_1
5.281613,1.376671,2,beta_2
7.362754,-1.3285968,-0.188962542924444,beta_1
-5.208942,2.0998275,2,alpha_2
-9.686717,1.4486628,-0.566531787076311,alpha_1
-10.033951,-0.24863577,-2,alpha_1
-7.7977076,-2.3140774,-0.947332747343604,alpha_1
-9.388937,0.28423494,-1.52075246896485,alpha_1
8.634965,-1.9307203,-1.09648113455225,beta_1
8.645073,-1.5352933,0.234109404804616,beta_1
6.952033,-2.5409744,-0.807516304728385,beta_1
-8.000192,0.06836218,-0.832939542279535,alpha_1
-8.788632,-2.1093338,0.685937035401659,alpha_1
5.713602,-3.7076871,1.0508288483027,beta_1
7.0265064,-0.5628584,0.343701025587096,beta_2
-7.4152308,0.034776684,-2,alpha_1
5.9089856,0.16237564,1.80257738867968,beta_2
-7.47059,0.24120454,-2,alpha_1
6.5373154,0.37066177,2,beta_2
8.860682,-1.2841467,-0.232139371156124,beta_1
-2.6537397,3.2407966,2,alpha_2
9.265649,-2.6245718,2,beta_1
-8.6273155,-1.0108367,-2,alpha_1
-10.39455,1.2881377,-2,alpha_1
6.235397,-2.73591,-1.39694837740726,beta_1
-7.56913,-0.6870265,-1.46570986772045,alpha_1
-4.8749504,1.8495413,0.9053938100945,alpha_2
-8.95986,-2.0776832,-1.18828290807374,alpha_1
-3.565132,4.5797935,-1.17775346371621,alpha_2
-3.5167243,2.6740842,2,alpha_2
8.417685,-0.056762952,-0.754293725120908,beta_1
6.1696644,-0.6414775,-0.177668394166027,beta_2
0.35868672,-0.17885993,2,delta_1
6.8470006,-4.4235926,-0.574924648678572,beta_1
-3.6100578,4.5912323,-1.23560658077764,alpha_2
-3.3961394,4.7481275,-2,alpha_2
2.9085217,2.1935341,-0.398698387589772,beta_2
9.281928,-2.7505026,-2,beta_1
-3.7409923,3.924471,2,alpha_2
-8.929128,1.4539493,-0.521657096449497,alpha_1
-3.028346,3.2654152,2,alpha_2
1.6794611,3.7669606,2,beta_2
-8.93937,-1.3490757,-2,alpha_1
-9.207882,1.4770981,-1.33241434406528,alpha_1
-8.177011,0.23844129,-2,alpha_1
8.87857,-2.9579844,-2,beta_1
7.430782,-1.4458504,0.120363263146858,beta_1
8.132097,-3.759095,-0.0413510317311256,beta_1
5.100955,1.0925976,2,beta_2
-10.2814045,1.3752577,-2,alpha_1
5.1724663,1.2653602,2,beta_2
5.70984,2.11736,2,beta_2
-10.746285,0.6108578,-2,alpha_1
5.6265817,-1.5272253,0.609937254936075,beta_2
7.4037275,-3.031659,1.57166830838054,beta_1
7.801411,0.023164403,2,beta_2
-4.419834,2.8425553,1.44967571168208,alpha_2
9.239726,-2.744181,-0.169893824297598,beta_1
-10.434303,-1.0765635,-0.0646427412987279,alpha_1
6.1128373,2.0714905,2,beta_2
-9.166376,-2.6614118,-1.66256576173074,alpha_1
-7.8875794,-1.7971321,0.670910836880243,alpha_1
8.541635,-1.65076,-0.995864279194502,beta_1
6.718627,0.9244648,0.888717894229066,beta_2
5.7603374,-3.3249002,0.953078358610785,beta_1
8.573485,-3.3243144,-1.67533094943396,beta_1
6.938048,-3.5281062,-1.69734381514155,beta_1
0.1915086,-0.77092755,-1.54099696237653,delta_1
8.239168,-2.30457,1.43989313461249,beta_1
8.46378,-3.3697774,-0.286610312796633,beta_1
6.820838,-3.6161652,-1.6665046776461,beta_1
9.019138,-2.7177148,1.58326489356801,beta_1
-10.136183,1.8659393,0.0862261990607647,alpha_1
0.30902153,3.9975057,-2,beta_2
-9.819297,-1.3342541,-2,alpha_1
7.1215425,0.9306213,1.56846441314615,beta_2
6.063279,-2.410693,-2,beta_1
-9.186181,1.2127151,-2,alpha_1
7.5216804,-0.64465755,2,beta_2
5.422869,-0.25099844,-0.500590756920101,beta_2
