"",motif,ps,zval,celltype,ps.scaled
"129",NEUROD1,5.23021619556362,0.602168517903699,beta,0.282828282828283
"130",NEUROD1,5.41700963111946,0.609400487717067,beta,0.292929292929293
"131",NEUROD1,5.6038030666753,0.619275006438453,beta,0.303030303030303
"132",NEUROD1,5.79059650223115,0.630599511529783,beta,0.313131313131313
"133",NEUROD1,5.97738993778699,0.642181440452984,beta,0.323232323232323
"134",NEUROD1,6.16418337334283,0.652828230669981,beta,0.333333333333333
"135",NEUROD1,6.35097680889868,0.6613473196427,beta,0.343434343434343
"136",NEUROD1,6.53777024445452,0.666546144833066,beta,0.353535353535353
"137",NEUROD1,6.72456368001036,0.667232143703005,beta,0.363636363636364
"138",NEUROD1,6.91135711556621,0.662212753714444,beta,0.373737373737374
"139",NEUROD1,7.09815055112205,0.650295412329307,beta,0.383838383838384
"140",NEUROD1,7.28494398667789,0.63028755700952,beta,0.393939393939394
"141",NEUROD1,7.47173742223374,0.600996625217009,beta,0.404040404040404
"142",NEUROD1,7.65853085778958,0.5612300544137,beta,0.414141414141414
"143",NEUROD1,7.84532429334542,0.510672566636869,beta,0.424242424242424
"144",NEUROD1,8.03211772890127,0.455302158793114,beta,0.434343434343434
"145",NEUROD1,8.21891116445711,0.403844671043357,beta,0.444444444444444
"146",NEUROD1,8.40570460001296,0.365037418826343,beta,0.454545454545455
"147",NEUROD1,8.5924980355688,0.347617717580815,beta,0.464646464646465
"148",NEUROD1,8.77929147112464,0.360322882745517,beta,0.474747474747475
"149",NEUROD1,8.96608490668049,0.411890229759191,beta,0.484848484848485
"150",NEUROD1,9.15287834223633,0.50956042809349,beta,0.494949494949495
"151",NEUROD1,9.33967177779217,0.6315622427598,beta,0.505050505050505
"152",NEUROD1,9.52646521334801,0.729833848533041,beta,0.515151515151515
"153",NEUROD1,9.71325864890386,0.755362692791003,beta,0.525252525252525
"154",NEUROD1,9.9000520844597,0.66622775389027,beta,0.535353535353535
"155",NEUROD1,10.0868455200155,0.482617895231623,beta,0.545454545454545
"156",NEUROD1,10.2736389555714,0.256866879533585,beta,0.555555555555556
"157",NEUROD1,10.4604323911272,0.0415790909294881,beta,0.565656565656566
"158",NEUROD1,10.6472258266831,-0.118602368679846,beta,0.575757575757576
"159",NEUROD1,10.8340192622389,-0.220809657660804,beta,0.585858585858586
"160",NEUROD1,11.0208126977948,-0.275830038663708,beta,0.595959595959596
"161",NEUROD1,11.2076061333506,-0.294458490783914,beta,0.606060606060606
"162",NEUROD1,11.3943995689064,-0.287489993116781,beta,0.616161616161616
"163",NEUROD1,11.5811930044623,-0.265719524757666,beta,0.626262626262626
"164",NEUROD1,11.7679864400181,-0.239942064801926,beta,0.636363636363636
"165",NEUROD1,11.954779875574,-0.220173855956554,beta,0.646464646464646
"166",NEUROD1,12.1415733111298,-0.209517140074006,beta,0.656565656565657
"167",NEUROD1,12.3283667466857,-0.207455653472902,beta,0.666666666666667
"168",NEUROD1,12.5151601822415,-0.213441435963822,beta,0.676767676767677
"169",NEUROD1,12.7019536177974,-0.226926527357345,beta,0.686868686868687
"170",NEUROD1,12.8887470533532,-0.247362967464049,beta,0.696969696969697
"171",NEUROD1,13.075540488909,-0.274202796094514,beta,0.707070707070707
"172",NEUROD1,13.2623339244649,-0.306898053059318,beta,0.717171717171717
"173",NEUROD1,13.4491273600207,-0.344900778169041,beta,0.727272727272727
"174",NEUROD1,13.6359207955766,-0.387663011234262,beta,0.737373737373737
"175",NEUROD1,13.8227142311324,-0.43463679206556,beta,0.747474747474747
"176",NEUROD1,14.0095076666883,-0.485274160473514,beta,0.757575757575758
"177",NEUROD1,14.1963011022441,-0.539027156268703,beta,0.767676767676768
"178",NEUROD1,14.3830945377999,-0.595347819261706,beta,0.777777777777778
"179",NEUROD1,14.5698879733558,-0.653688189263103,beta,0.787878787878788
"180",NEUROD1,14.7566814089116,-0.713500306083472,beta,0.797979797979798
"181",NEUROD1,14.9434748444675,-0.774236209533392,beta,0.808080808080808
"182",NEUROD1,15.1302682800233,-0.835347939423442,beta,0.818181818181818
"183",NEUROD1,15.3170617155792,-0.896287535564203,beta,0.828282828282828
"184",NEUROD1,15.503855151135,-0.956507037766252,beta,0.838383838383838
"185",NEUROD1,15.6906485866908,-1.01545848584017,beta,0.848484848484848
"186",NEUROD1,15.8774420222467,-1.07259391959653,beta,0.858585858585859
"187",NEUROD1,16.0642354578025,-1.12736537884592,beta,0.868686868686869
"188",NEUROD1,16.2510288933584,-1.17924709761568,beta,0.878787878787879
"189",NEUROD1,16.4378223289142,-1.22812098542075,beta,0.888888888888889
"190",NEUROD1,16.6246157644701,-1.27422657565539,beta,0.898989898989899
"191",NEUROD1,16.8114092000259,-1.3178155317351,beta,0.909090909090909
"192",NEUROD1,16.9982026355818,-1.35913951707537,beta,0.919191919191919
"193",NEUROD1,17.1849960711376,-1.39845019509169,beta,0.929292929292929
"194",NEUROD1,17.3717895066934,-1.43599922919957,beta,0.939393939393939
"195",NEUROD1,17.5585829422493,-1.47203828281448,beta,0.949494949494949
"196",NEUROD1,17.7453763778051,-1.50681901935193,beta,0.95959595959596
"197",NEUROD1,17.932169813361,-1.54059310222741,beta,0.96969696969697
"198",NEUROD1,18.1189632489168,-1.57361219485641,beta,0.97979797979798
"199",NEUROD1,18.3057566844727,-1.60612796065442,beta,0.98989898989899
"200",NEUROD1,18.4925501200285,-1.63839206303693,beta,1
"201",NEUROD1,0,-0.0577075624591886,delta,0
"202",NEUROD1,0.15124807896086,-0.0164350876791176,delta,0.0101010101010101
"203",NEUROD1,0.302496157921719,0.024796613397563,delta,0.0202020202020202
"204",NEUROD1,0.453744236882579,0.0659467670674635,delta,0.0303030303030303
"205",NEUROD1,0.604992315843438,0.106974599627194,delta,0.0404040404040404
"206",NEUROD1,0.756240394804298,0.147839337373364,delta,0.0505050505050505
"207",NEUROD1,0.907488473765158,0.188500206602583,delta,0.0606060606060606
"208",NEUROD1,1.05873655272602,0.228916433611461,delta,0.0707070707070707
"209",NEUROD1,1.20998463168688,0.26904724469661,delta,0.0808080808080808
"210",NEUROD1,1.36123271064774,0.308851866154637,delta,0.0909090909090909
"211",NEUROD1,1.5124807896086,0.348289524282153,delta,0.101010101010101
"212",NEUROD1,1.66372886856946,0.387319445375768,delta,0.111111111111111
"213",NEUROD1,1.81497694753032,0.425900855732093,delta,0.121212121212121
"214",NEUROD1,1.96622502649117,0.463992981647736,delta,0.131313131313131
"215",NEUROD1,2.11747310545203,0.501551332842929,delta,0.141414141414141
"216",NEUROD1,2.26872118441289,0.538445990358387,delta,0.151515151515152
"217",NEUROD1,2.41996926337375,0.574461635754646,delta,0.161616161616162
"218",NEUROD1,2.57121734233461,0.609379239855734,delta,0.171717171717172
"219",NEUROD1,2.72246542129547,0.642979773485679,delta,0.181818181818182
"220",NEUROD1,2.87371350025633,0.675044207468507,delta,0.191919191919192
"221",NEUROD1,3.02496157921719,0.705357617704048,delta,0.202020202020202
"222",NEUROD1,3.17620965817805,0.733727442393955,delta,0.212121212121212
"223",NEUROD1,3.32745773713891,0.759968697259903,delta,0.222222222222222
"224",NEUROD1,3.47870581609977,0.783896404105637,delta,0.232323232323232
"225",NEUROD1,3.62995389506063,0.805325584734903,delta,0.242424242424242
"226",NEUROD1,3.78120197402149,0.824071260951445,delta,0.252525252525253
"227",NEUROD1,3.93245005298235,0.83994845455901,delta,0.262626262626263
"228",NEUROD1,4.08369813194321,0.852772187361344,delta,0.272727272727273
"229",NEUROD1,4.23494621090407,0.862357481162191,delta,0.282828282828283
"230",NEUROD1,4.38619428986493,0.868519357765297,delta,0.292929292929293
"231",NEUROD1,4.53744236882579,0.871077831653715,delta,0.303030303030303
"232",NEUROD1,4.68869044778665,0.87002960408798,delta,0.313131313131313
"233",NEUROD1,4.83993852674751,0.865591309230363,delta,0.323232323232323
"234",NEUROD1,4.99118660570837,0.857993353326852,delta,0.333333333333333
"235",NEUROD1,5.14243468466923,0.847466142623434,delta,0.343434343434343
"236",NEUROD1,5.29368276363009,0.834240083366096,delta,0.353535353535354
"237",NEUROD1,5.44493084259095,0.818545581800825,delta,0.363636363636364
"238",NEUROD1,5.59617892155181,0.800613044173608,delta,0.373737373737374
"239",NEUROD1,5.74742700051267,0.780672876730432,delta,0.383838383838384
"240",NEUROD1,5.89867507947353,0.758955485717284,delta,0.393939393939394
"241",NEUROD1,6.04992315843438,0.735691277380152,delta,0.404040404040404
"242",NEUROD1,6.20117123739524,0.71110967819371,delta,0.414141414141414
"243",NEUROD1,6.3524193163561,0.685382804163689,delta,0.424242424242424
"244",NEUROD1,6.50366739531696,0.658594778425217,delta,0.434343434343434
"245",NEUROD1,6.65491547427782,0.630822251977914,delta,0.444444444444444
"246",NEUROD1,6.80616355323868,0.602141875821399,delta,0.454545454545455
"247",NEUROD1,6.95741163219954,0.572630300955291,delta,0.464646464646465
"248",NEUROD1,7.1086597111604,0.542364178379209,delta,0.474747474747475
"249",NEUROD1,7.25990779012126,0.511420159092772,delta,0.484848484848485
"250",NEUROD1,7.41115586908212,0.4798748940956,delta,0.494949494949495
"251",NEUROD1,7.56240394804298,0.447805034387311,delta,0.505050505050505
"252",NEUROD1,7.71365202700384,0.415287230967525,delta,0.515151515151515
"253",NEUROD1,7.8649001059647,0.382398134835861,delta,0.525252525252525
"254",NEUROD1,8.01614818492556,0.349204870293152,delta,0.535353535353535
"255",NEUROD1,8.16739626388642,0.315633081293384,delta,0.545454545454546
"256",NEUROD1,8.31864434284728,0.281500043236925,delta,0.555555555555556
"257",NEUROD1,8.46989242180814,0.246620275110116,delta,0.565656565656566
"258",NEUROD1,8.621140500769,0.210808295899298,delta,0.575757575757576
"259",NEUROD1,8.77238857972986,0.173879801536335,delta,0.585858585858586
"260",NEUROD1,8.92363665869072,0.135731036402327,delta,0.595959595959596
"261",NEUROD1,9.07488473765158,0.096389167562008,delta,0.606060606060606
"262",NEUROD1,9.22613281661244,0.055893365167999,delta,0.616161616161616
"263",NEUROD1,9.37738089557329,0.0142827993729218,delta,0.626262626262626
"264",NEUROD1,9.52862897453415,-0.0284033596706039,delta,0.636363636363636
"265",NEUROD1,9.67987705349501,-0.0721259418099562,delta,0.646464646464646
"266",NEUROD1,9.83112513245587,-0.116845776892514,delta,0.656565656565657
"267",NEUROD1,9.98237321141673,-0.162523694765657,delta,0.666666666666667
"268",NEUROD1,10.1336212903776,-0.209120525276763,delta,0.676767676767677
"269",NEUROD1,10.2848693693385,-0.256597098273213,delta,0.686868686868687
