prom_peak,gene,celltype,mean_frac_open,odds
20:7999506-8000719,TMX4,alpha,0.174245290468842,0.730977070330546
20:8112352-8113619,PLCB1,alpha,0.165219201010212,0.760526819708684
20:813774-814835,FAM110A,alpha,0.0636870195344088,0.682268565113994
20:9048238-9050257,PLCB4,alpha,0.139207492857555,1.17605331097041
20:9494989-9495909,LAMP5,alpha,0.0132431852973004,2.0406336794426
20:9818931-9820084,PAK7,alpha,0.114756140177451,1.43927899947177
20:982797-983538,RSPO4,alpha,0.00308750989700735,5.36363882431574
21:15588214-15589244,RBM11,alpha,0.105423550647636,1.1621797986693
21:15755002-15756152,HSPA13,alpha,0.257224463657701,0.981517795638103
21:15918470-15918810,SAMSN1,alpha,0.00434492925269318,3.47851412947245
21:16031400-16031996,AF165138.7,alpha,0.00290012093059725,1.98202365490677
21:16436456-16438418,NRIP1,alpha,0.219776870199096,1.12940408025066
21:17101882-17102987,USP25,alpha,0.251758670772592,0.7291970311762
21:18884665-18886182,CXADR,alpha,0.0915954079011368,0.703197777571508
21:18983647-18985956,BTG3,alpha,0.145235358853622,0.817202477821858
21:19191098-19192386,C21orf91,alpha,0.116766585564822,1.09737464153656
21:19617022-19618262,CHODL,alpha,0.0154848187738609,1.27659252928131
21:22370186-22371051,NCAM2,alpha,0.0529937497620123,1.77288517082778
21:26979372-26980945,MRPL39,alpha,0.105787824294051,1.27188006063636
21:27011192-27012877,JAM2,alpha,0.0163359473375104,2.07374088814666
21:27106500-27108309,GABPA,alpha,0.210332203684866,1.02385811611387
21:27106500-27108309,ATP5J,alpha,0.210332203684866,1.02385811611387
21:27541430-27543661,APP,alpha,0.221876602020912,0.796493101370171
21:27944455-27945768,CYYR1,alpha,0.0235214419684133,1.20116814091899
21:28216437-28218850,ADAMTS1,alpha,0.0435648396773909,1.13683244302487
21:28337602-28340229,ADAMTS5,alpha,0.053652237216049,2.0532715380979
21:30256937-30257936,N6AMT1,alpha,0.0837847206525713,0.927796310912908
21:30364753-30365599,LTN1,alpha,0.179446600428387,0.790756174494046
21:30390947-30391891,RWDD2B,alpha,0.0504981376462933,0.716699788624115
21:30396736-30397892,USP16,alpha,0.165580004490582,1.05875296721389
21:30445620-30446500,CCT8,alpha,0.154226465286991,1.13353989694895
21:30449027-30450318,MAP3K7CL,alpha,0.104754558907194,1.12300417080605
21:30670779-30672047,BACH1,alpha,0.146033965985245,1.01537340787996
21:31311481-31312620,GRIK1,alpha,0.00909089715422,1.67507790588778
21:32090450-32091182,KRTAP21-3,alpha,0.00359012124385007,0.473669668134226
21:32930881-32932377,TIAM1,alpha,0.23335628644964,1.0751614315133
21:33031530-33032875,SOD1,alpha,0.145524320518042,0.821307246776849
21:33103351-33105017,SCAF4,alpha,0.231438597662759,0.84554694633035
21:33244712-33246643,HUNK,alpha,0.0566206360082812,1.25226659526069
21:33650985-33651848,MIS18A,alpha,0.0651370799997074,0.698965810577985
21:33764950-33766055,URB1,alpha,0.0981872227735929,0.698950904767723
21:33764950-33766055,C21orf119,alpha,0.0981872227735929,0.698950904767723
21:33783809-33785706,EVA1C,alpha,0.133121759497985,0.826325970772298
21:33984335-33985528,AP000275.65,alpha,0.103341263444314,0.961490361579047
21:33984335-33985528,C21orf59,alpha,0.103341263444314,0.961490361579047
21:34099587-34101077,SYNJ1,alpha,0.172924845394724,0.855991474686277
21:34143222-34144637,PAXBP1,alpha,0.16052753651787,0.851148621612358
21:34143222-34144637,C21orf49,alpha,0.16052753651787,0.851148621612358
21:34185642-34186260,C21orf62,alpha,0.00792454621013787,2.2691311196107
21:34442179-34443951,OLIG1,alpha,0.0164585286083302,1.11481951840199
21:34602004-34603531,IFNAR2,alpha,0.0849248108806399,1.03099312008
21:34638077-34639134,IL10RB,alpha,0.0671826022006105,1.1682355288853
21:34696559-34698022,IFNAR1,alpha,0.10594717056729,0.996055752497181
21:34775471-34776895,IFNGR2,alpha,0.067310435614633,0.973308514058669
21:34851652-34852795,TMEM50B,alpha,0.241198486557421,0.886783389285321
21:34863335-34864440,DNAJC28,alpha,0.0521373690551601,1.58684613097489
21:34914280-34915940,GART,alpha,0.243606500427581,0.911025472496127
21:34914280-34915940,SON,alpha,0.243606500427581,0.911025472496127
21:34960315-34961645,DONSON,alpha,0.122666618146868,0.804062175654167
21:35013868-35015043,CRYZL1,alpha,0.271870440131477,1.12770249533131
21:35013868-35015043,ITSN1,alpha,0.271870440131477,1.12770249533131
21:35287752-35288510,ATP5O,alpha,0.0925603954263587,1.09873446492221
21:35445079-35446614,MRPS6,alpha,0.121445963793601,0.701703037158652
21:35445079-35446614,SLC5A3,alpha,0.121445963793601,0.701703037158652
21:35747273-35748268,SMIM11,alpha,0.0926462116947597,1.153239698714
21:35986949-35988050,RCAN1,alpha,0.131528109189056,0.951423341319401
21:36041881-36043337,CLIC6,alpha,0.0067792038388665,0.989140128457472
21:36260257-36261672,RUNX1,alpha,0.158741245099328,0.957574734301253
21:37432092-37433265,SETD4,alpha,0.068273641162697,1.00358868354768
21:37441968-37442797,CBR1,alpha,0.0580444357575663,1.51976506640872
21:37507165-37508663,CBR3,alpha,0.0305738510420909,1.43068965401116
21:37527993-37529585,DOPEY2,alpha,0.296460130512007,0.9585436301556
21:37692147-37693226,MORC3,alpha,0.141999006969782,0.920703125598345
21:37757454-37758266,CHAF1B,alpha,0.0518203646975694,0.931840159518438
21:38071141-38072137,SIM2,alpha,0.00920297413863445,0.889320983735309
21:38361829-38362958,HLCS,alpha,0.145263401546794,1.00291359750742
21:38378422-38379540,RIPPLY3,alpha,0.0335807968138998,1.31091095387516
21:38444170-38446594,PIGP,alpha,0.211752439479835,0.715794653132184
21:38444170-38446594,TTC3,alpha,0.211752439479835,0.715794653132184
21:38639186-38640599,DSCR3,alpha,0.222468593590472,1.17715693574282
21:38738170-38740056,DYRK1A,alpha,0.210731460356542,0.804175931921609
21:39287966-39289371,KCNJ6,alpha,0.119052018164162,1.25659232936626
21:40033201-40033582,ERG,alpha,0.00279854823258816,4.76493687530064
21:40176930-40178620,ETS2,alpha,0.0870858802320021,0.894169970350442
21:40554995-40556150,PSMG1,alpha,0.198560087425675,0.928297580247921
21:40685022-40686403,BRWD1,alpha,0.0973956497623311,0.749130446413737
21:40720424-40721705,HMGN1,alpha,0.206158906968975,1.04530863782657
21:40751977-40753160,WRB,alpha,0.0949175760533784,0.624090650254658
21:40817267-40818132,LCA5L,alpha,0.0835482804201789,0.713177903189771
21:40817267-40818132,SH3BGR,alpha,0.0835482804201789,0.713177903189771
21:40984251-40986090,C21orf88,alpha,0.0564262129215103,0.639652402645886
21:41239100-41240072,PCP4,alpha,0.0310221589797487,0.668578336833852
21:42218182-42219313,DSCAM,alpha,0.102227433932259,0.791038733993393
21:42539474-42540481,BACE2,alpha,0.0583631283040436,0.648640060906999
21:42688109-42689126,FAM3B,alpha,0.0467276615563939,1.48797313503035
21:42733406-42734183,MX2,alpha,0.0139541941833639,0.788798237056686
21:42791843-42792881,MX1,alpha,0.0438485491986074,1.20653864800448
21:42878883-42880469,TMPRSS2,alpha,0.0617728947018443,1.08547783554485
21:43186980-43187587,RIPK4,alpha,0.070161505279248,0.764733266712983
21:43298531-43300059,PRDM15,alpha,0.0516014628719432,1.12667388750679
21:43373459-43374661,C2CD2,alpha,0.0267157767066324,1.20077524797673
21:43429426-43431513,ZBTB21,alpha,0.166010774021474,0.727542057458065
21:43483330-43484064,UMODL1,alpha,0.00463914306031505,2.18356606933666
21:43527531-43528441,C21orf128,alpha,0.0207877014314154,1.86982235275501
21:43638992-43640857,ABCG1,alpha,0.0997563943436668,0.96694326210534
21:43735335-43736036,TFF3,alpha,0.0167264816999387,1.88204978781806
21:43786820-43787116,TFF1,alpha,0.0019316632393306,2.97299317708463
21:43915996-43917286,SLC37A1,alpha,0.175119209582461,0.932882663214332
21:43915996-43917286,RSPH1,alpha,0.175119209582461,0.932882663214332
21:44072607-44074919,PDE9A,alpha,0.0824519893148898,0.827891210615593
21:44298813-44299962,WDR4,alpha,0.0884430903085389,0.564924453996064
21:44312520-44313957,NDUFV3,alpha,0.160819968348334,0.647576608096399
21:44393994-44395367,PKNOX1,alpha,0.251669384338147,0.869338496066504
21:44495161-44497010,CBS,alpha,0.0166564218611458,1.01269931840654
21:44527104-44528150,U2AF1,alpha,0.0768391364201055,0.800371313026228
21:44846854-44847505,SIK1,alpha,0.114705306934311,0.854336799309415
21:45079001-45080259,HSF2BP,alpha,0.0645959216732878,0.539651296652322
21:45079001-45080259,RRP1B,alpha,0.0645959216732878,0.539651296652322
21:45138596-45140114,PDXK,alpha,0.117262162791304,0.745002900960956
21:45195613-45196793,CSTB,alpha,0.0632859808855752,0.742618991076225
21:45208810-45209830,RRP1,alpha,0.043612108966215,0.74698938187664
21:45284044-45285895,AGPAT3,alpha,0.0674277647422502,0.86296275445487
21:45431684-45433059,TRAPPC10,alpha,0.0692245604471975,0.633330541582264
21:45526691-45527796,PWP2,alpha,0.0937477549432515,0.983609481984288
21:45553032-45553838,C21orf33,alpha,0.046929024975254,0.619985016887384
21:45660201-45661475,ICOSLG,alpha,0.034901241888018,0.657629732741747
21:45705180-45705837,AIRE,alpha,0.00678445598206919,0.740449100629854
21:45719399-45720874,PFKL,alpha,0.0624628950150971,1.00497974415102
21:45758127-45759560,C21orf2,alpha,0.120708694191524,0.862809955916945
21:45875019-45876095,LRRC3,alpha,0.0164690328947356,0.877459769097069
21:45971276-45971836,KRTAP10-2,alpha,0.00357436481424202,2.67931978039331
21:45992931-45993217,KRTAP10-4,alpha,0.00329065529302551,1.25388812008579
21:46056900-46057497,KRTAP10-10,alpha,0.00241851815656527,1.48513368204202
21:46130831-46131852,TSPEAR,alpha,0.0424527921424937,1.76595542537924
21:46220998-46222465,UBE2G2,alpha,0.034591271650788,0.816095421662243
21:46237419-46238500,SUMO3,alpha,0.0789634407690489,0.830885922331189
21:46292357-46294196,PTTG1IP,alpha,0.0695835819504096,0.74942958058304
21:46352328-46352804,ITGB2,alpha,0.00241851815656527,1.48513368204202
21:46359494-46360427,C21orf67,alpha,0.0369940333777452,0.999637540993966
21:46359494-46360427,FAM207A,alpha,0.0369940333777452,0.999637540993966
21:46493686-46495373,ADARB1,alpha,0.0473738627468672,0.865377823929425
21:46707503-46708302,POFUT2,alpha,0.0505839539146943,0.781642886058401
21:46824780-46825211,COL18A1,alpha,0.00356386052783664,Inf
21:46961614-46962987,SLC19A1,alpha,0.021514466747087,0.763240453486046
21:47062656-47063781,PCBP3,alpha,0.21951416925069,1.06380154661654
21:47401103-47402127,COL6A1,alpha,0.049128641306193,0.792944555834722
21:47517830-47518136,COL6A2,alpha,0.00271273196418714,0.857004158175635
21:47575397-47576086,FTCD,alpha,0.0108509278567485,0.855919546115265
21:47604251-47605210,SPATC1L,alpha,0.0311990436597534,0.826058659750228
21:47648320-47649498,LSS,alpha,0.151149459676389,1.06632118756999
21:47705636-47706720,MCM3AP,alpha,0.0958492687422263,0.736028307581384
21:47705636-47706720,YBEY,alpha,0.0958492687422263,0.736028307581384
21:47743666-47744914,C21orf58,alpha,0.168611429001247,0.758406534177185
21:47743666-47744914,PCNT,alpha,0.168611429001247,0.758406534177185
21:47878123-47879196,DIP2A,alpha,0.1253828202771,0.568706119766443
21:48024575-48025553,S100B,alpha,0.013730040214535,1.83478841178841
21:48054986-48056184,PRMT2,alpha,0.0847741869166486,0.839940773815096
22:17565465-17566533,IL17RA,alpha,0.0495839833642116,0.996813306499698
22:17601662-17602800,CECR6,alpha,0.076501123489704,0.613873905817144
22:17601662-17602800,AC006946.15,alpha,0.076501123489704,0.613873905817144
22:17639391-17640918,CECR5,alpha,0.0874956411900829,0.505912615944497
22:17679127-17680804,CECR1,alpha,0.0201397182637841,1.06981398903757
22:17956438-17956949,CECR2,alpha,0.00533439551677056,0.563645632546233
22:18111133-18111989,ATP6V1E1,alpha,0.0455700329215591,0.628950337312754
22:18120927-18122462,BCL2L13,alpha,0.0571057089483578,0.635672312879731
22:18256366-18257451,BID,alpha,0.0341201731631614,0.700912179736798
22:18483677-18484797,MICAL3,alpha,0.0648586226216936,0.647002241927653
22:18560336-18561468,PEX26,alpha,0.059508470675315,0.732587405515369
22:18592893-18593930,TUBA8,alpha,0.030053701288482,0.660255518198291
22:18632167-18633041,USP18,alpha,0.0310974709617443,0.875007089042554
22:18893362-18894320,DGCR6,alpha,0.0663086830869922,0.663414299776679
22:18923433-18923990,PRODH,alpha,0.00891926461741794,0.663119733170096
22:19109081-19110635,DGCR2,alpha,0.0997283516504952,0.727518053969981
22:19132019-19132513,DGCR14,alpha,0.0487801240893863,0.57505563227888
22:19165664-19167273,SLC25A1,alpha,0.065282451820496,0.939501544565822
22:19278426-19279949,CLTCL1,alpha,0.0320816850826191,0.726717333492817
22:19419110-19420365,HIRA,alpha,0.0940191782009047,0.700641672863661
22:19419110-19420365,MRPL40,alpha,0.0940191782009047,0.700641672863661
22:19434497-19435949,C22orf39,alpha,0.0675345895834619,0.813871839831216
22:19466425-19467551,UFD1L,alpha,0.0720231086797856,0.681558281371341
22:19466425-19467551,CDC45,alpha,0.0720231086797856,0.681558281371341
22:19705401-19706108,SEPT5,alpha,0.0338417157851476,0.606429434048195
22:19744099-19744556,TBX1,alpha,0.00638866947643823,1.18832914860918
22:19842186-19843534,C22orf29,alpha,0.0801665567155498,0.676263807631254
22:19842186-19843534,GNB1L,alpha,0.0801665567155498,0.676263807631254
22:19928800-19929593,TXNRD2,alpha,0.0189085596241117,0.612719406896928
22:19938812-19939324,COMT,alpha,0.0305090433465006,0.957016716231409
22:19973887-19974996,ARVCF,alpha,0.0535260919909131,0.600545160700251
22:20008296-20008772,TANGO2,alpha,0.0659882085633569,0.795151334170643
22:20067240-20068169,DGCR8,alpha,0.0986688255476249,0.707857513648121
22:20104385-20105693,TRMT2A,alpha,0.0781543293510208,0.597441798583086
22:20104385-20105693,RANBP1,alpha,0.0781543293510208,0.597441798583086
22:20117858-20119462,ZDHHC8,alpha,0.0473143071944796,0.63360945293534
22:20255388-20256146,RTN4R,alpha,0.0168858279731773,0.439386415694147
22:20748088-20748993,ZNF74,alpha,0.0314617446081591,1.15942950410902
22:20791602-20792525,SCARF2,alpha,0.00688602868007827,0.569450415563412
22:20849308-20851034,KLHL22,alpha,0.0889089366529628,0.618675658472403
22:20849308-20851034,MED15,alpha,0.0889089366529628,0.618675658472403
22:21132887-21133165,SERPIND1,alpha,0.0108719364295593,0.391993773961773
22:21212537-21213602,PI4KA,alpha,0.112510942746575,0.753434720945286
22:21212537-21213602,SNAP29,alpha,0.112510942746575,0.753434720945286
22:21271073-21272425,CRKL,alpha,0.111904976724565,0.571155421928888
22:21319242-21319913,AIFM3,alpha,0.00911190572703073,0.699227551222441
22:21336057-21336888,LZTR1,alpha,0.0440674510242336,0.966246138437419
22:21355795-21357148,THAP7,alpha,0.0902994415658739,0.528106485941196
22:21368283-21369500,P2RX6,alpha,0.0496697996326126,1.08650726261788
22:21386202-21387123,SLC7A4,alpha,0.00832558485897151,1.13879944822862
22:21399217-21400335,AC002472.13,alpha,0.0427347196865521,0.783216696132119
22:21921823-21922758,UBE2L3,alpha,0.0353337933960677,0.383410130597795
22:21983340-21984600,YDJC,alpha,0.0804817790959824,0.595821067322734
22:21995821-21996867,SDF2L1,alpha,0.0912206299683163,0.662977888092934
22:22020090-22020930,PPIL2,alpha,0.0486680471049718,0.65260086850743
22:22089716-22090632,YPEL1,alpha,0.061396334791866,0.536621824057001
22:22221183-22222439,MAPK1,alpha,0.0716693393197762,0.559713896191759
22:22292098-22293218,PPM1F,alpha,0.0647570499236845,0.666174312336838
22:22336861-22337577,TOP3B,alpha,0.0169558878119703,0.830452629190567
22:22862633-22863367,ZNF280B,alpha,0.0398135901831441,0.897933281021313
22:23411818-23413328,GNAZ,alpha,0.0899579584694281,0.670937550509733
22:23487242-23487907,RTDR1,alpha,0.115260439713181,0.658953422341638
22:23487242-23487907,RAB36,alpha,0.115260439713181,0.658953422341638
22:23522319-23523419,BCR,alpha,0.0584384402860392,0.752690802704689
22:23974408-23974784,C22orf43,alpha,0.00504018170914869,0.724296260592547
22:24092918-24093845,ZNF70,alpha,0.0752927554000004,0.783853498594706
22:24109819-24110930,CHCHD10,alpha,0.0426121384157323,0.988736012386467
22:24114876-24115605,MMP11,alpha,0.0187054142280935,0.742324674336602
22:24128890-24129938,SMARCB1,alpha,0.041652403033713,0.343664287593807
22:24180885-24181717,DERL3,alpha,0.114505631704337,0.609733821983871
22:24199012-24200750,SLC2A11,alpha,0.0547730070601935,0.664336199774135
22:24236062-24237858,MIF,alpha,0.0804660226663743,0.646716398056344
22:24383950-24384903,GSTT1,alpha,0.0435648396773909,1.13683244302487
22:24407342-24408450,CABIN1,alpha,0.0587641669528772,0.591220466279336
22:24577061-24577474,SUSD2,alpha,0.00261115926617806,1.68377487518405
22:24666465-24667456,SPECC1L,alpha,0.0963185852526947,0.512509174122273
22:24819486-24821249,ADORA2A,alpha,0.0586520899684628,0.657077603109686
22:24890225-24891481,UPB1,alpha,0.023628266809625,1.02272790022077
22:24950883-24952078,GUCD1,alpha,0.130247899283402,0.742537589233056
22:24950883-24952078,SNRPD3,alpha,0.130247899283402,0.742537589233056
22:24979342-24980190,GGT1,alpha,0.00832033271576883,1.44572358094041
22:24988648-24989419,FAM211B,alpha,0.0246019766440943,0.942174056752658
22:25201863-25202548,SGSM1,alpha,0.0483423204381338,0.867511667805321
22:25348116-25349731,KIAA1671,alpha,0.0711719801161362,0.602616491319434
22:25615973-25616297,CRYBB2,alpha,0.00115584665767675,Inf
22:25800674-25801582,LRP5L,alpha,0.0583193291812641,0.440304512496775
22:25959705-25961672,ADRBK2,alpha,0.0597921801965314,0.76776565204796
22:26564689-26566001,SEZ6L,alpha,0.0491338934493957,0.760329624411631
22:26824536-26825705,ASPHD2,alpha,0.0318627832569928,0.982671032620785
22:26879281-26880185,HPS4,alpha,0.0427714846889709,0.555058927868879
22:26879281-26880185,SRRD,alpha,0.0427714846889709,0.555058927868879
22:26908119-26908848,TFIP11,alpha,0.0188122390693053,0.604433226567762
22:26985682-26986367,TPST2,alpha,0.0385771794002691,0.713319283466266
22:28197042-28198611,MN1,alpha,0.0208034578610234,1.38306284447803
22:28314510-28315982,PITPNB,alpha,0.0486732992481745,0.624746824441704
22:29074860-29076289,TTC28,alpha,0.0281167859059488,0.642179077845337
22:29137671-29138770,CHEK2,alpha,0.0929123828092102,0.839093911503128
22:29137671-29138770,HSCB,alpha,0.0929123828092102,0.839093911503128
22:29168459-29169441,CCDC117,alpha,0.0531198011988767,0.691299470452459
22:29195977-29197061,XBP1,alpha,0.107584619998999,1.03067902893118
22:29278996-29280083,ZNRF3,alpha,0.105656426925713,0.680876971554458
22:29468610-29469204,KREMEN1,alpha,0.0584647010020527,0.62801876351914
22:29601409-29602397,EMID1,alpha,0.00859353795057996,3.44484920150417
22:29663644-29664979,RHBDD3,alpha,0.0732314767694893,0.526082166693424
22:29663644-29664979,EWSR1,alpha,0.0732314767694893,0.526082166693424
22:29702112-29703464,GAS2L1,alpha,0.0387855769394899,0.614369115909347
22:29711391-29711811,RASL10A,alpha,0.00454807464871134,1.33713151112103
22:29784070-29785024,AP1B1,alpha,0.0488449317849765,0.749604432837408
22:29876059-29877235,NEFH,alpha,0.0133867751409309,0.523262974021084
22:29949314-29950133,THOC5,alpha,0.0606958301922078,0.622550923959013
22:29976031-29977501,NIPSNAP1,alpha,0.0325527835702457,0.85294501972295
22:29999145-30000118,NF2,alpha,0.116330470102456,0.649673090460994
22:30115728-30116262,CABP7,alpha,0.00561285289478438,1.30766293903704
22:30162632-30163549,ZMAT5,alpha,0.0668498414134118,0.846096581731496
22:30162632-30163549,UQCR10,alpha,0.0668498414134118,0.846096581731496
22:30234052-30234601,ASCC2,alpha,0.0603385906661537,0.965164522406409
22:30278864-30279929,MTMR3,alpha,0.0659654180133881,0.49980168951216
22:30476118-30476440,HORMAD2,alpha,0.00173902212971781,2.57562823632526
22:30685341-30686107,GATSL3,alpha,0.0661493368137535,0.966993937874486
22:30722762-30723515,TBC1D10A,alpha,0.10496642661246,0.713174414307992
22:30752457-30753320,CCDC157,alpha,0.0623980873195069,0.820816006524816
22:30752457-30753320,SF3A1,alpha,0.0623980873195069,0.820816006524816
22:30782979-30783806,RNF215,alpha,0.0312200522325642,0.635388841573487
22:30792636-30793653,SEC14L2,alpha,0.0170417040803713,1.06010002591594
22:30969499-30970828,GAL3ST1,alpha,0.0509272189882984,1.09723324859201
22:30987743-30988462,PES1,alpha,0.0742384814403328,0.735908844812478
22:31002625-31003526,TCN2,alpha,0.0199365728677659,1.28122086603824
22:31030440-31032447,SLC35E4,alpha,0.0781753379238316,0.532793999698884
22:31063401-31064304,DUSP18,alpha,0.0791753084743143,0.4503194874046
22:31090112-31091229,OSBP2,alpha,0.0571319696643711,0.52497696039682
22:31364573-31365847,MORC2,alpha,0.0661966061025778,0.727855468079969
22:31476784-31477474,SMTN,alpha,0.019968085726982,0.704077423029141
22:31503312-31504092,SELM,alpha,0.0603438428093564,0.932733257867315
22:31518404-31519393,INPP5J,alpha,0.0103535686531085,1.36723668243851
22:31555751-31556729,RNF185,alpha,0.0277420079731285,0.531017051874222
22:31607898-31608611,LIMK2,alpha,0.042151544214511,0.796105943762817
22:31688286-31688693,PIK3IP1,alpha,0.0172395973331868,0.966665916955785
22:31741114-31743793,PATZ1,alpha,0.0757200547648474,0.632604004917109
22:31741114-31743793,AC005003.1,alpha,0.0757200547648474,0.632604004917109
22:31795195-31795967,DRG1,alpha,0.0599252657537566,0.601336512244576
22:31885101-31886802,EIF4ENIF1,alpha,0.0687377055299629,0.64146076999066
22:31891963-31892992,SFI1,alpha,0.0543719684113599,0.732626078317195
22:32057843-32058770,PISD,alpha,0.0781472952306601,0.355888232572425
22:32145715-32146372,PRR14L,alpha,0.0569988841071459,0.681904441907254
22:32149449-32150183,DEPDC5,alpha,0.0738269385050938,0.838335772266478
22:32339839-32341092,YWHAH,alpha,0.0966022947739114,0.529701336121585
22:32339839-32341092,C22orf24,alpha,0.0966022947739114,0.529701336121585
22:32438854-32439771,SLC5A1,alpha,0.0158595967066811,1.7291060327237
22:32554852-32555659,C22orf42,alpha,0.00560234860837901,2.85075349478876
22:32600328-32601251,RFPL2,alpha,0.0153184383802616,0.651830346339671
22:32807480-32808615,RTCB,alpha,0.0166879347203618,0.484706565596089
22:32860257-32860886,BPIFC,alpha,0.00767760169134019,0.211005096992945
22:32870474-32871720,FBXO7,alpha,0.0646922422280942,0.541997339331426
22:33197442-33198161,TIMP3,alpha,0.00736237931090756,0.889514054624532
22:34316771-34317425,LARGE,alpha,0.0866830596060106,0.607096311170549
22:35653205-35654113,HMGXB4,alpha,0.0377418072662276,0.477889270126333
22:35695242-35696808,TOM1,alpha,0.0799791677491397,0.654018056094732
22:35776769-35777685,HMOX1,alpha,0.0163832166263346,0.678329083685768
22:35795751-35796256,MCM5,alpha,0.0369134692525469,0.844033785609683
22:35935977-35937640,RASD2,alpha,0.0275493668635157,0.520248446229604
22:36043909-36045323,APOL6,alpha,0.0100646069886893,1.30032897038417
22:36424253-36425397,RBFOX2,alpha,0.123741900679346,0.778182521394007
22:36635206-36636019,APOL2,alpha,0.0472512814760473,1.06832981440667
22:36783727-36784576,MYH9,alpha,0.137140962083841,0.965137501973681
22:36877330-36878391,TXN2,alpha,0.0694977656820086,0.702600669498688
22:36902783-36903590,FOXRED2,alpha,0.0327821896822772,0.555449448247918
22:36924903-36925701,EIF3D,alpha,0.0584069274268231,0.931073688164354
22:37099223-37099990,CACNG2,alpha,0.00251483871137166,1.58443521008612
22:37172018-37172717,IFT27,alpha,0.0952083196949555,0.951023637380551
22:37213035-37213336,PVALB,alpha,0.00280905251899353,0.923052237630523
22:37414797-37416349,TST,alpha,0.0259557165545866,0.973889850867455
22:37414797-37416349,MPST,alpha,0.0259557165545866,0.973889850867455
22:37447550-37448337,KCTD17,alpha,0.00860404223698534,1.95613755990784
22:37583664-37584821,C1QTNF6,alpha,0.0141153224337606,1.91605487372923
22:37607233-37608975,SSTR3,alpha,0.0446243657802612,1.19157580588496
22:37640172-37640586,RAC2,alpha,0.00405596758827399,3.17852609420665
22:37822077-37823863,ELFN2,alpha,0.0139594463265667,0.683075413551726
22:37882312-37882714,MFNG,alpha,0.00658131058605102,1.2548241403942
22:37914840-37916193,CARD10,alpha,0.0352812719640409,0.717070667537801
22:37956150-37956734,CDC42EP1,alpha,0.0052275706755588,1.14828993777577
22:38004301-38005249,GGA1,alpha,0.0770317775297183,0.805174963348619
22:38035161-38035983,SH3BP1,alpha,0.00813294374935873,1.08890604036375
22:38054261-38054908,PDXP,alpha,0.0989315264960309,0.796269138858384
22:38070884-38071292,LGALS1,alpha,0.00376175378065212,6.76331836441297
22:38082115-38083012,NOL12,alpha,0.0242324508544768,0.710514016934591
22:38092580-38093150,TRIOBP,alpha,0.058785175525688,0.508483525018762
22:38201072-38201594,H1F0,alpha,0.0333075915790888,1.07577721450824
22:38203445-38204168,GCAT,alpha,0.0624085916059122,0.76770316455542
22:38239788-38240764,ANKRD54,alpha,0.118160560643778,0.677597428043002
22:38245200-38245812,EIF3L,alpha,0.0339170277671433,0.779753451735999
22:38301962-38302650,MICALL1,alpha,0.0384160511498724,0.504501410416919
22:38348718-38350163,C22orf23,alpha,0.0212412615122759,0.551434526503577
22:38348718-38350163,POLR2F,alpha,0.0212412615122759,0.551434526503577
22:38452910-38453754,PICK1,alpha,0.0319118345229751,1.7617929938151
22:38506180-38507158,BAIAP2L2,alpha,0.0196896283489682,0.549204690774732
22:38577639-38578208,PLA2G6,alpha,0.0662789522049342,1.42070802246397
22:38597596-38599531,MAFF,alpha,0.0857198540579467,0.588489204563482
22:38667832-38669495,TMEM184B,alpha,0.0405351033556131,0.588674989106734
22:38794172-38795358,CSNK1E,alpha,0.0504070692346896,0.684282852421102
22:38851512-38852293,KCNJ4,alpha,0.00755502042052035,0.939305356169445
22:38863579-38864303,KDELR3,alpha,0.0224829244383536,0.771699776107693
22:38901512-38902987,DDX17,alpha,0.107369188339417,0.771288422158605
22:38966063-38967080,DMC1,alpha,0.0617501041518755,0.674760364197645
22:39052219-39053786,FAM227A,alpha,0.0505769197943336,0.367433286819484
22:39052219-39053786,CBY1,alpha,0.0505769197943336,0.367433286819484
22:39077675-39078317,TOMM22,alpha,0.0436226132526204,0.679195798077232
22:39096505-39097461,JOSD1,alpha,0.0717656598745826,0.561868234455813
22:39101326-39102366,GTPBP1,alpha,0.166702556311885,0.909082737062426
22:39151299-39152403,SUN2,alpha,0.0931680496372553,0.637128503896348
22:39189827-39190424,DNAL4,alpha,0.043200566030976,0.925914298208305
22:39239185-39240255,NPTXR,alpha,0.0655328665053384,0.664780456359606
22:39268078-39269279,CBX6,alpha,0.0522161512032004,0.87551460572342
22:39377377-39378536,APOBEC3B,alpha,0.0229487707827776,1.05061966938787
22:39410032-39410522,APOBEC3C,alpha,0.00474596790152682,0.949409238791796
22:39416048-39417591,APOBEC3D,alpha,0.0142273994181751,1.25186511606144
22:39436282-39437437,APOBEC3F,alpha,0.0214987103174789,1.00735560368898
22:39436282-39437437,APOBEC3G,alpha,0.0214987103174789,1.00735560368898
22:39548383-39549293,CBX7,alpha,0.0590478764740937,0.621609645550079
22:39638622-39640041,PDGFB,alpha,0.0465227341832176,0.726658150938506
22:39715106-39716487,RPL3,alpha,0.0767638244381098,0.714152322309304
22:39745594-39747024,SYNGR1,alpha,0.014917399731428,0.913786463112466
22:39795323-39796203,TAB1,alpha,0.050503389789496,0.687603060990089
22:39852581-39854133,MGAT3,alpha,0.0139489420401613,0.908856988563283
22:39897901-39898764,MIEF1,alpha,0.0718252154269702,0.697364967189982
