UMAP1,UMAP2,zval,cluster
7.5745087,-3.8071704,1.90975489819066,beta_1
-6.032505,1.6753258,-1.4293670274849,alpha_2
-0.043634817,1.3254689,-0.293993985489476,delta_2
-5.3139844,1.8414928,-1.56094587820691,alpha_2
-7.6707096,-1.3824468,-1.73991120902323,alpha_1
8.712,-1.4385668,0.882968958404168,beta_1
7.334743,-4.252082,0.545198732033507,beta_1
7.9375176,-1.8407152,-0.232455249715518,beta_1
-2.4882863,3.5874307,-2,alpha_2
-9.371331,-1.6929306,0.63277656962436,alpha_1
8.563792,-1.1817094,1.17554716368328,beta_1
9.675642,-1.3041422,-0.329731575147195,beta_1
8.52561,-4.056625,1.13242685126936,beta_1
-4.895281,1.3976265,-1.4541342872708,alpha_2
7.671673,-3.211888,2,beta_1
8.712908,-2.7303624,1.35787027070719,beta_1
-10.191144,-0.23801808,-0.816898326398844,alpha_1
9.340434,-1.0380365,-0.707729219893216,beta_1
8.729992,-3.8902102,1.2546750505272,beta_1
-3.6139793,3.430024,-2,alpha_2
-7.646781,-0.1816413,-0.672610555184042,alpha_1
-7.116072,-1.6308734,-0.946822531467226,alpha_1
-0.6769928,-0.24898998,-1.88210628687438,delta_1
-4.1423817,3.301466,-2,alpha_2
8.898049,-0.8946693,2,beta_1
-9.103379,-1.5450203,1.68062753099508,alpha_1
9.267252,-2.8338041,0.404833743451744,beta_1
5.7687078,0.9892482,0.149422460474548,beta_2
-10.300314,1.6628476,-1.11271837391412,alpha_1
0.02424571,1.0492387,-1.29876413049213,delta_2
9.23605,-2.8542454,1.35269816181891,beta_1
-9.707262,1.2327415,1.84245767216332,alpha_1
-8.55713,-1.9539051,0.124595763279001,alpha_1
7.318273,-3.415284,2,beta_1
8.960629,-3.7633548,2,beta_1
7.3019686,-2.0603542,-0.871817085798002,beta_1
-7.546826,-0.71356684,1.09612258468311,alpha_1
6.5926123,-2.7327929,2,beta_1
7.020975,-3.9396167,-0.811703193413887,beta_1
9.451615,-2.8128526,1.32416411831696,beta_1
-9.753069,1.2841417,2,alpha_1
-7.859094,-0.64599735,0.710725946304735,alpha_1
-0.30444416,-0.28166062,2,delta_1
5.6895814,0.028801363,0.127340312667988,beta_2
6.274025,-1.0776864,-1.91178728928499,beta_2
-8.044734,-0.033220626,-1.19624473276382,alpha_1
-9.6516075,-1.7979134,2,alpha_1
6.0413656,-2.838148,-0.434585840256013,beta_1
-0.6423212,2.4888513,-2,delta_2
8.544123,-1.448854,0.0584182680815428,beta_1
2.9229991,2.1897209,-0.639396027590268,beta_2
6.3776126,-4.112003,0.257295303540276,beta_1
-4.317294,3.1271574,-2,alpha_2
0.36023012,-0.8542309,0.480759940906162,delta_1
6.4151692,-1.6846968,-2,beta_2
6.4463515,1.9431329,-2,beta_2
4.2951517,2.363829,-1.47806169791306,beta_2
-7.8443027,-0.43381545,-2,alpha_1
-9.630224,0.84154516,1.16396764326508,alpha_1
9.101496,-2.7835484,1.57504097159795,beta_1
7.511976,-3.9552097,1.69000944774903,beta_1
-8.264368,-2.0765898,-1.21343977929976,alpha_1
7.7566595,-4.1441374,2,beta_1
9.280139,-0.6451091,2,beta_1
-3.3200557,4.6982794,-1.85959574276714,alpha_2
-3.1494293,4.5993857,0.759647263628174,alpha_2
7.3907743,-3.5003543,2,beta_1
-10.357726,-1.3690745,0.843007833284383,alpha_1
-3.4372253,3.6480033,-2,alpha_2
9.180004,-0.47596562,2,beta_1
-3.396379,4.6619673,-2,alpha_2
7.5089335,-3.5997841,2,beta_1
-5.0944047,2.0352316,-1.53734200834905,alpha_2
6.308975,-3.7460783,0.691987476387841,beta_1
-10.007995,-1.51942,-0.438271229339161,alpha_1
-9.3766775,-2.369424,-1.68185373360496,alpha_1
1.0194141,3.5174973,-1.55251666488317,beta_2
-7.1392746,0.8926823,-2,alpha_1
-8.52401,-2.4021206,-0.685873315636156,alpha_1
9.29785,-2.9890387,2,beta_1
-2.4818091,3.0880654,-2,alpha_2
-0.05742649,0.7815518,-1.24878726477556,delta_2
5.9265614,-1.1403046,1.259932754336,beta_2
-10.614918,-0.48720437,-0.657798211525691,alpha_1
-8.205127,-2.0713065,0.415167449782228,alpha_1
-10.873109,0.59279937,0.716812072747814,alpha_1
-8.225884,-0.7383254,-1.47031120063433,alpha_1
-7.336874,-0.22601512,-1.29622101458618,alpha_1
6.8062835,-2.9192433,1.8610828640949,beta_1
5.5730224,0.3931046,-0.912675907690761,beta_2
-3.6613395,3.9847472,-2,alpha_2
4.4016676,2.2521577,-2,beta_2
-9.146223,1.2760397,-0.572184227439447,alpha_1
-8.163808,-2.1049998,-0.934604441349561,alpha_1
5.022987,0.114109136,-1.52292098789738,beta_2
3.0471737,2.188912,-0.179557229916599,beta_2
-7.304824,0.93943983,-2,alpha_1
6.802472,-4.147774,0.487083524928065,beta_1
-0.2161605,1.9877115,-2,delta_2
4.390519,1.7884153,1.0331349749539,beta_2
4.140546,3.0620847,-1.29003093879553,beta_2
7.373234,-3.1459377,0.389974967574518,beta_1
7.348464,-4.4422255,-2,beta_1
4.5034184,2.428523,-2,beta_2
-10.331384,0.51573545,-1.1613719447625,alpha_1
5.9831614,2.6928327,0.153261516874089,beta_2
7.2814064,-4.428089,1.3859850802385,beta_1
8.068532,-1.0382097,-0.543014865377761,beta_1
5.2162075,1.9545051,0.373996104788747,beta_2
8.720618,-3.7381399,0.755879084757338,beta_1
-9.519,1.3357452,-0.644626418993649,alpha_1
-8.237228,-1.785838,-0.511563253763352,alpha_1
7.9261193,-4.0264945,2,beta_1
-7.114434,1.0136708,-2,alpha_1
-8.663087,-2.059006,0.472295179273716,alpha_1
5.101198,-0.1977986,0.466015947492483,beta_2
7.704794,-4.1225476,1.76753546073913,beta_1
-7.1846333,-0.23845185,-0.782290667475185,alpha_1
7.5507784,-0.70426756,1.74500338362716,beta_2
6.012435,-3.3712175,2,beta_1
-9.433323,-2.1293504,-1.06247307474899,alpha_1
6.7492394,-3.6977878,2,beta_1
-3.5619113,3.1359603,-2,alpha_2
-8.058988,-2.1932847,-1.05199944932966,alpha_1
-8.349038,-0.3808567,1.26208494436702,alpha_1
7.6087837,-3.872928,0.75653625211353,beta_1
7.75462,-1.4979968,1.29140495330365,beta_1
6.641629,-1.2844063,-0.646520490036822,beta_2
-7.9709477,-2.1293502,0.465466078484508,alpha_1
-4.0348153,3.3147051,-2,alpha_2
-9.508471,0.9012061,0.145838282239422,alpha_1
-10.372022,-1.0760086,1.06326052971843,alpha_1
-9.042878,0.20001596,-0.604503423640007,alpha_1
6.914643,-2.9024901,2,beta_1
-9.9545145,0.9927573,2,alpha_1
5.8358502,-3.5504212,1.22731585202966,beta_1
-8.539578,-2.3695915,-1.61305513470305,alpha_1
4.8112583,2.5523736,-2,beta_2
-9.01187,-1.004549,0.129307623990754,alpha_1
-7.520162,-1.8878956,0.264174273290351,alpha_1
6.6268125,-2.4462092,0.471372482097295,beta_1
-9.375886,1.390116,-2,alpha_1
3.6295438,3.1722634,-1.38756848784763,beta_2
-7.921012,0.41563866,0.294021316820064,alpha_1
-9.285163,-1.0286667,-1.74206237474672,alpha_1
-8.40592,0.86825055,-1.52960997282773,alpha_1
-8.168047,-0.74941,-1.81932680776273,alpha_1
-8.514221,-1.677165,-0.60320778370805,alpha_1
-7.2415223,-0.49057716,-0.538685090261221,alpha_1
-6.81374,0.031576447,-1.48444491532304,alpha_1
-0.31251606,-0.4737681,-0.516330340276605,delta_1
5.470216,1.8898101,-1.10094405077084,beta_2
6.1352,-3.074676,-0.813231439520655,beta_1
-0.13667919,-0.9277905,-1.28107201205322,delta_1
-9.525447,-0.67008877,-0.655368266291757,alpha_1
-6.847661,0.022859238,-1.2882594214662,alpha_1
-0.25655866,-0.48525247,-0.855165513266322,delta_1
-7.514285,1.3097795,-1.76039489162048,alpha_1
-10.166571,0.25286785,-0.229081970467212,alpha_1
6.899799,-2.4898882,0.343961948072063,beta_1
6.885254,-1.970783,-0.885655539925384,beta_1
-5.429863,2.4980466,-1.10542588736176,alpha_2
-3.9018729,2.4986274,-1.17864165750113,alpha_2
8.597889,-2.0156252,2,beta_1
8.651827,-3.6376548,-1.42847904701752,beta_1
5.6593595,1.3735352,-2,beta_2
7.489981,-0.79968643,-0.282429155263846,beta_2
7.9365354,-3.0457628,2,beta_1
7.435894,-3.0232885,2,beta_1
3.664657,2.9137905,-1.77272560038837,beta_2
7.9495125,-0.97659767,0.969668722499147,beta_1
-10.156094,-1.0469458,0.835141884342633,alpha_1
-3.560343,4.0240483,-2,alpha_2
-7.4476247,1.3834404,-1.56350730504421,alpha_1
-10.020174,-1.7432194,0.281168385566296,alpha_1
1.1828437,3.6468227,-1.44482071941329,beta_2
-7.345814,-1.510881,-0.417619431544011,alpha_1
4.109384,2.87239,-2,beta_2
7.6890955,-0.25436795,-0.259689613266385,beta_2
7.6885133,-2.493086,0.537234171316268,beta_1
9.004509,-0.14525743,-1.38339646127488,beta_1
7.002704,-1.2032723,-2,beta_2
-9.031613,-2.7254708,0.0557455878904858,alpha_1
-8.732606,-1.0569222,-2,alpha_1
3.503293,3.306831,-2,beta_2
0.25497726,-0.94942206,0.0846354457640045,delta_1
4.6438613,3.1075995,-0.618952483768092,beta_2
-3.2885716,4.500113,-2,alpha_2
-7.4809165,-1.2201833,-2,alpha_1
-11.031488,0.14881895,2,alpha_1
6.8775053,-1.1486279,-1.75970294156099,beta_2
-9.472835,-1.7750324,-1.57859363073533,alpha_1
4.692451,2.9917538,-1.59459021353331,beta_2
-8.890053,0.33258924,0.770386673570383,alpha_1
-7.3102007,-0.9086482,-1.6861812572161,alpha_1
-6.9029493,-0.4061288,-2,alpha_1
-10.134002,-0.36824587,-1.8106103442354,alpha_1
5.7663226,-1.173203,0.733929418009772,beta_2
9.10608,-1.3675661,0.537033946884864,beta_1
-7.8857517,-1.2324787,-1.41616585985569,alpha_1
-8.515821,1.5239079,-0.868842988169584,alpha_1
5.857903,-0.76220924,-1.66435833728936,beta_2
6.4304976,-4.358419,1.68865035572304,beta_1
6.9135513,0.81250817,-2,beta_2
7.704173,-2.8976655,1.47568497761739,beta_1
2.1576161,3.5724022,-2,beta_2
6.719298,-2.9289117,0.870552331012496,beta_1
6.547197,1.6532633,-2,beta_2
-8.992585,-0.28724453,-0.596427455555955,alpha_1
-9.935698,1.7755075,0.016274184685017,alpha_1
-7.871752,-2.6606605,-0.186306411321655,alpha_1
8.647873,-2.4278316,2,beta_1
-9.688768,1.8294665,0.630694600032199,alpha_1
-7.377233,-0.7203727,-0.217282277297566,alpha_1
8.336548,-2.635538,-0.253468942910846,beta_1
6.359828,-3.171131,1.47679572817984,beta_1
-9.252346,-2.206548,0.0111277323305283,alpha_1
5.7894354,1.0681833,-0.876900485017785,beta_2
7.989452,-4.342075,1.0043457768692,beta_1
-2.930374,3.0785196,-0.34945193874546,alpha_2
-7.733745,-1.5750223,-2,alpha_1
-8.023307,-0.0259566,-1.97523595372658,alpha_1
7.978874,-4.122193,1.02296309059751,beta_1
-8.670868,-2.4501715,1.85786160705285,alpha_1
3.7055857,3.1691,-1.85618562285976,beta_2
6.9857287,-4.1113434,2,beta_1
-8.491774,-2.253164,-1.16333040006488,alpha_1
9.194035,-1.7490621,0.591619555795209,beta_1
7.573401,-3.1583617,1.09011986444481,beta_1
5.0622706,1.5085797,-1.35589533970886,beta_2
6.158407,-3.712306,1.49363332843645,beta_1
8.279462,-3.1846557,-1.0459068126278,beta_1
5.5051203,0.6492815,0.20050198068999,beta_2
5.6122746,-1.0705779,1.13628333676578,beta_2
-10.40007,-0.2391273,-0.26620298893154,alpha_1
-10.361009,0.8389362,-1.20038255748639,alpha_1
8.567711,-0.91071093,2,beta_1
-10.652637,0.70168316,-1.30898548358576,alpha_1
9.559974,-1.8758881,1.35771117041318,beta_1
0.41392753,-0.7041415,1.27722503961897,delta_1
-7.7798557,-2.1909904,-0.034980153856384,alpha_1
6.427136,-1.0192373,1.4718403769601,beta_2
5.4398375,2.393817,-2,beta_2
-7.169773,0.07581854,-1.57404569866821,alpha_1
-8.126657,-1.2207452,-0.417763786159692,alpha_1
7.1054115,-4.68363,1.92187739280519,beta_1
8.900408,-3.0761712,-1.44510054924182,beta_1
7.589391,-2.5790539,1.79692182448698,beta_1
-9.746881,-1.4472257,0.661545506156835,alpha_1
0.30399385,0.9497389,0.232836665221937,delta_2
5.742777,2.2662811,-0.332604912331695,beta_2
5.7394624,-3.846255,1.39097320506933,beta_1
-8.103302,-0.3197118,-0.917026080558887,alpha_1
-3.6843708,2.738483,-0.354280591242923,alpha_2
6.7729387,-4.249729,2,beta_1
-7.095654,0.611846,-2,alpha_1
6.4990153,-1.1508458,1.35618083387428,beta_2
-9.198604,-2.179125,-2,alpha_1
7.7266,-1.9348502,0.00270750914535208,beta_1
0.017503005,-0.4932215,1.85717109859446,delta_1
-4.2873707,3.2639396,-2,alpha_2
-7.1382384,-1.2240108,-2,alpha_1
6.535278,-3.909713,1.47999093010696,beta_1
8.009166,-4.023902,0.864692412014619,beta_1
-7.894257,-2.5328147,-0.531571757823186,alpha_1
2.7155614,2.539869,-1.55165390101369,beta_2
5.571258,2.0886042,-2,beta_2
-9.904051,1.712939,-0.261826377203623,alpha_1
-3.191791,4.6833034,-2,alpha_2
7.9829803,-2.7242324,2,beta_1
-10.967053,0.68931425,0.736759172956131,alpha_1
