"",ps,smoothed.percent.open,celltype,gene,peak,avg.open
"676",0.757575757575758,11.6545078197826,alpha,RFX7,15:56535283-56537214,9.63380179173362
"677",0.767676767676768,11.9316976948464,alpha,RFX7,15:56535283-56537214,9.63380179173362
"678",0.777777777777778,12.216730954407,alpha,RFX7,15:56535283-56537214,9.63380179173362
"679",0.787878787878788,12.5107109571021,alpha,RFX7,15:56535283-56537214,9.63380179173362
"680",0.797979797979798,12.8148263734094,alpha,RFX7,15:56535283-56537214,9.63380179173362
"681",0.808080808080808,13.1303578483719,alpha,RFX7,15:56535283-56537214,9.63380179173362
"682",0.818181818181818,13.458685724147,alpha,RFX7,15:56535283-56537214,9.63380179173362
"683",0.828282828282828,13.8012989519993,alpha,RFX7,15:56535283-56537214,9.63380179173362
"684",0.838383838383838,14.1598053402279,alpha,RFX7,15:56535283-56537214,9.63380179173362
"685",0.848484848484848,14.5359433044459,alpha,RFX7,15:56535283-56537214,9.63380179173362
"686",0.858585858585859,14.9315953101499,alpha,RFX7,15:56535283-56537214,9.63380179173362
"687",0.868686868686869,15.3488032251849,alpha,RFX7,15:56535283-56537214,9.63380179173362
"688",0.878787878787879,15.7879274558221,alpha,RFX7,15:56535283-56537214,9.63380179173362
"689",0.888888888888889,16.2483706649999,alpha,RFX7,15:56535283-56537214,9.63380179173362
"690",0.898989898989899,16.730889710506,alpha,RFX7,15:56535283-56537214,9.63380179173362
"691",0.909090909090909,17.2362704061045,alpha,RFX7,15:56535283-56537214,9.63380179173362
"692",0.919191919191919,17.7653273493719,alpha,RFX7,15:56535283-56537214,9.63380179173362
"693",0.929292929292929,18.3189036623612,alpha,RFX7,15:56535283-56537214,9.63380179173362
"694",0.939393939393939,18.8978706333689,alpha,RFX7,15:56535283-56537214,9.63380179173362
"695",0.94949494949495,19.5031272475205,alpha,RFX7,15:56535283-56537214,9.63380179173362
"696",0.95959595959596,20.1355995933313,alpha,RFX7,15:56535283-56537214,9.63380179173362
