UMAP1,UMAP2,zval,cell_type_overall
-9.904051,1.712939,1.03033579101035,alpha
-3.191791,4.6833034,-0.0642027667388707,alpha
-10.967053,0.68931425,1.78289278459154,alpha
-7.30436,-1.2663906,-1.53526884325038,alpha
-9.835462,1.7732239,0.645298580439797,alpha
-9.290273,-1.6233715,0.228693349924193,alpha
-10.324315,0.44550365,0.0027688322535661,alpha
-2.319779,3.495113,-1.39452242519525,alpha
-8.834753,-2.1581426,-0.763058274180102,alpha
-2.469806,3.4076645,-1.02509245464695,alpha
-8.75434,-2.6375504,-0.697122541516619,alpha
-8.771828,-1.2136368,0.337788645542322,alpha
-3.2184803,2.807975,0.637076034401815,alpha
-10.546853,1.4891332,4.34886501412941,alpha
-2.5360909,4.4885116,-1.28527567599637,alpha
-10.6098995,1.4546316,4.02274589461157,alpha
-7.6218724,-0.9330929,-0.171024060632704,alpha
-8.108098,-2.7677681,-1.74394807045811,alpha
-5.208942,2.0998275,0.373767340626835,alpha
-9.686717,1.4486628,1.16725619784707,alpha
-10.033951,-0.24863577,1.22257555711884,alpha
-7.7977076,-2.3140774,-0.8650114456512,alpha
-9.388937,0.28423494,0.0605540197533495,alpha
-8.000192,0.06836218,1.71729634355392,alpha
-8.788632,-2.1093338,1.06610976555053,alpha
-7.4152308,0.034776684,-1.53055595592979,alpha
-7.47059,0.24120454,-3.12758416320698,alpha
-2.6537397,3.2407966,1.1699279866425,alpha
-8.6273155,-1.0108367,-1.36450992387514,alpha
-10.39455,1.2881377,-0.0627262163018482,alpha
-7.56913,-0.6870265,0.157717658052185,alpha
-2.5476503,-2.4791028,-1.44777786150502,gamma
-4.8749504,1.8495413,0.42166580761526,alpha
-8.95986,-2.0776832,-0.118773794863926,alpha
-3.565132,4.5797935,-0.675156514273362,alpha
-3.5167243,2.6740842,-2.3503956338293,alpha
-3.6100578,4.5912323,-0.103570991669865,alpha
-3.3961394,4.7481275,-0.551971280347324,alpha
-3.7409923,3.924471,0.394265551907806,alpha
-8.929128,1.4539493,-1.51127597893553,alpha
-3.028346,3.2654152,-2.63638429675699,alpha
-8.93937,-1.3490757,0.237708417199935,alpha
-2.6919336,-2.389561,-1.10403104562655,gamma
-9.207882,1.4770981,-0.555692226521534,alpha
-8.177011,0.23844129,-3.27342256908969,alpha
-10.2814045,1.3752577,-0.0380683445688871,alpha
-10.746285,0.6108578,1.44173477432529,alpha
-4.419834,2.8425553,0.50270198424041,alpha
-10.434303,-1.0765635,0.433239467454505,alpha
-9.166376,-2.6614118,-0.381009003260566,alpha
-7.8875794,-1.7971321,0.156819141952232,alpha
-2.4318514,-1.7746086,1.19479640478623,gamma
-10.136183,1.8659393,-0.254053477242722,alpha
-9.819297,-1.3342541,1.03355150261746,alpha
-9.186181,1.2127151,-0.580898166833628,alpha
-9.639095,0.0732184,-0.800759243491837,alpha
-7.6765504,-0.3793731,-1.55839545351584,alpha
-10.037828,-1.1857406,1.34664782011047,alpha
-3.9736824,2.953275,-0.693831194758398,alpha
-7.798414,-2.3518944,-1.04453622767177,alpha
-8.304509,0.9073873,0.837647689366331,alpha
-2.606108,-2.1439059,-1.0762525791684,gamma
-7.662198,0.22654058,0.414223243743152,alpha
-9.082471,-0.12473193,0.778971447939967,alpha
-3.4692543,4.1156573,-2.17954272283477,alpha
-9.8989315,-1.5992808,2.40823312396246,alpha
-3.1634943,4.2360654,-3.4310714807261,alpha
-9.065642,-2.3837411,0.250901099906266,alpha
-9.097364,0.94275165,-0.576230592566317,alpha
-9.91964,-2.0697308,1.34260999358944,alpha
-4.6667175,1.8572439,1.54430148955508,alpha
-10.302665,0.91251016,-1.9302777894674,alpha
-8.525634,-2.6446676,-0.0515422281995514,alpha
-10.928094,0.1326176,-1.85245633022646,alpha
-3.6584866,3.6111183,0.437333832121704,alpha
-9.307501,-0.9600652,-1.38928340860181,alpha
-9.470962,0.94675446,-1.00840403995842,alpha
-10.606999,0.11142349,1.88961268731704,alpha
-10.663616,-0.56371474,1.04356360705135,alpha
-8.60342,0.6157986,-1.72167700601451,alpha
-2.5284395,-1.9152559,-0.244917017873705,gamma
-5.01574,1.3966869,1.46176686019653,alpha
-8.486308,0.5998272,-0.293852345375166,alpha
-2.7562811,-2.6339688,-0.935924556742148,gamma
-7.5161066,-2.2165673,-2.08268025251689,alpha
-9.153651,-1.5840816,0.919301258828768,alpha
-8.676219,0.13238174,-0.167859901254374,alpha
-7.32185,-0.97300464,-1.53383168896453,alpha
-9.710543,-1.6070176,-0.85879235702516,alpha
-8.891051,1.0976533,1.11715671658197,alpha
-10.418889,1.7584755,3.59330628826717,alpha
-4.250598,2.3954983,0.229797698157097,alpha
-10.129616,-0.29406118,-1.54087461779276,alpha
-7.0563717,-0.2826179,-0.850932214281057,alpha
-9.485627,0.22758245,-1.13059566072119,alpha
-7.1587434,-1.8148258,-0.334167237889977,alpha
-7.1838465,-1.8241645,0.30349053818737,alpha
-8.244444,-2.4715035,0.0618009623341921,alpha
-8.307672,1.3745314,-0.0793135086943702,alpha
-9.221356,-2.1236422,-1.25173033339996,alpha
-7.1443753,-1.2468284,-0.838259843834668,alpha
-8.415939,1.3020557,0.559147036567224,alpha
-7.6524296,1.706942,-0.184641221133118,alpha
-7.395311,-2.244634,-3.08209724901582,alpha
-9.427042,1.3105947,-0.116077243974707,alpha
-7.651686,-0.25860888,-1.27429644085848,alpha
-8.79047,1.0221225,0.992416433373282,alpha
-7.0735216,0.55439204,-4.56962501714001,alpha
-3.1356273,4.8117504,-1.83368837794707,alpha
-2.6421328,3.2398145,0.3261714241129,alpha
-9.002787,-1.182263,0.191920540431655,alpha
-7.781259,-1.6188891,-1.17386562745933,alpha
-9.99183,-1.3243392,-0.617914138686115,alpha
-10.512684,-0.209899,1.53207245802185,alpha
-8.717945,-2.5225844,0.516985207533309,alpha
-8.043144,-1.6642802,-0.252202890008636,alpha
-8.329143,-2.7276924,1.18880848145543,alpha
-5.0871964,2.0160904,0.612805625819224,alpha
-9.469006,1.7978872,-0.936970736050296,alpha
-8.114657,-2.5059555,-2.75897036962906,alpha
-6.9396152,-0.2109973,-1.16892944410304,alpha
-7.039122,0.3187604,-1.11773206458721,alpha
-2.6072688,-2.319128,0.762541843374537,gamma
-8.444057,-2.477284,0.750789649944155,alpha
-8.346014,1.018321,-2.80652464080775,alpha
-4.3436522,3.0576513,0.0527658638181717,alpha
-8.273565,-2.4788396,-0.356225467622906,alpha
-9.85702,2.0590224,3.28326298851155,alpha
-8.823412,-0.9891245,0.844811434426439,alpha
-10.261387,-1.5081342,1.23650784883103,alpha
-3.9697716,2.4238303,-0.226317278515932,alpha
-9.430441,1.8342234,0.618705094881959,alpha
-7.316216,-1.5421761,-0.218323458008299,alpha
-7.1544433,0.23649473,-2.25691195767182,alpha
-5.2236505,2.748874,-1.74560381765214,alpha
-9.90712,-0.2944567,1.3459105265472,alpha
-2.4806478,-2.4003048,-2.40681647553639,gamma
-8.084901,-1.2581033,-0.952178098946832,alpha
-8.147518,-0.2874673,-0.383216526923627,alpha
-3.2954204,3.2552497,-0.16476548196788,alpha
-8.446307,-1.9579871,-1.11691197267801,alpha
-7.1608186,-1.4008764,0.313920310794635,alpha
-9.46237,1.6089065,-0.605889817998363,alpha
-7.8900495,-2.151878,0.677427235166794,alpha
-10.229282,1.4714357,1.61746180680062,alpha
-7.2186713,-0.49925283,-1.62768587068718,alpha
-8.501967,-2.854394,0.362120481542532,alpha
-7.770432,-1.1693211,0.412712591829942,alpha
-7.5726957,-1.743908,-1.08387694375295,alpha
-8.174909,-0.45805165,-2.39159469862924,alpha
-3.4418283,4.686084,-1.54336033400177,alpha
-7.932093,-1.0496948,2.33523073294088,alpha
-7.019912,-0.3140088,-0.477967640571067,alpha
-7.098695,-0.16796184,-0.915426900991338,alpha
-5.8215995,1.5969867,-0.153029111002297,alpha
-7.4028535,-1.304623,0.0142781144038968,alpha
-9.3303385,-0.9225352,-1.36310535586454,alpha
-7.232784,-1.7747418,-0.6157397594834,alpha
-8.072023,-2.686924,-0.377990921120218,alpha
-9.614822,-1.4237862,-0.80159145693808,alpha
-2.4680474,-2.0056026,-1.61239599523515,gamma
-9.258948,1.3961695,-0.734877576045208,alpha
-8.818604,-2.4970407,-0.870005573038837,alpha
-9.331763,-2.2408602,-1.32306533256194,alpha
-9.845755,0.42902648,-1.90365211387352,alpha
-7.967207,-0.7957583,-0.908878497347805,alpha
-2.0044727,-1.8656902,-0.731108471519213,gamma
-9.2001505,1.214614,-0.0125352037802571,alpha
-10.173858,-0.61751837,-1.24982362200534,alpha
-10.292569,-1.5015264,-0.169863264005764,alpha
-3.7125506,4.2649894,0.977991920678538,alpha
-9.151721,1.5835353,-2.11588151608499,alpha
-7.9069924,0.5131643,0.0960420640731648,alpha
-7.602488,1.9790871,0.590728506506228,alpha
-9.120992,1.6406105,-0.984152969381793,alpha
-9.03082,-2.5269244,0.567495033989184,alpha
-7.070146,-0.81432915,-1.63542526624967,alpha
-8.0897875,0.21229999,0.12385022996202,alpha
-2.4587646,-2.4330559,-2.18397289833401,gamma
-3.3044028,4.3358493,0.385621066058202,alpha
-9.54019,-2.2586102,0.711123839253517,alpha
-9.14666,-2.5655901,1.51628151332819,alpha
-8.139208,-1.4103665,-1.11491705882417,alpha
-9.345998,2.0159292,-0.8949662727867,alpha
-8.349828,-2.7732193,-2.41111649130421,alpha
-9.514942,1.2633768,0.34788430238446,alpha
-8.265943,-2.4478207,-0.843149914022043,alpha
-8.151663,1.3141891,-1.11280510796206,alpha
-2.640124,3.4037745,-0.903257559378921,alpha
-10.088859,-0.2901311,-1.79016489807776,alpha
-7.9528565,-1.0942749,0.753117677461339,alpha
-8.327925,-0.63426775,-0.351198352656033,alpha
-5.4223104,2.212193,-0.1669756777497,alpha
-7.9292126,-0.8320158,-0.815426238671237,alpha
-8.382503,0.82877266,-2.47011298685377,alpha
-7.383563,-1.4353572,-1.63407366206373,alpha
-8.0352125,-2.513437,0.588889067951913,alpha
-9.661759,-1.6556531,-0.759288217824267,alpha
-9.771043,-1.9500327,1.47445377167355,alpha
-5.769491,1.4975181,-0.157806558708914,alpha
-9.996554,-1.0038724,0.0273343315552565,alpha
-7.7808676,-0.3540711,-0.610913614179768,alpha
-8.475262,-1.6019815,-0.774436205110774,alpha
-9.430873,0.4957787,-1.55061944043654,alpha
-10.162322,0.6744958,0.35787605738628,alpha
-8.855168,0.549093,-1.83241679959068,alpha
-9.406163,1.6127892,-0.0923455261689517,alpha
-9.393709,1.3771434,0.18877533056709,alpha
-8.86175,-1.5228856,-0.0856141740547122,alpha
-10.361302,-0.7114148,1.43934433730326,alpha
-8.470122,-1.8692021,-1.26589126621243,alpha
-10.268616,1.23449,0.350676406246932,alpha
-8.83485,-2.5012248,0.790248351977455,alpha
-7.3512473,-1.7648509,-1.67875056108565,alpha
-8.602646,-1.1630467,1.95923755906427,alpha
-8.1754465,-2.4611123,-2.55595605181781,alpha
-9.6937685,-1.3937565,1.08768353287059,alpha
-7.8527436,-0.82713985,-2.12840010055997,alpha
-10.294481,1.7686692,-0.177446811380816,alpha
-7.8014297,0.3513229,-0.559522222981734,alpha
-10.231526,0.42875218,-0.158572139613349,alpha
-5.1142464,2.273402,-0.924839948238497,alpha
-7.0484853,-2.1367881,1.65495308697804,alpha
-7.9532437,0.5068261,-0.311109023304138,alpha
-2.5986645,3.3410177,1.4550613138043,alpha
-10.598425,0.59013796,0.640778654461895,alpha
-10.069842,1.188206,1.1309115022756,alpha
-4.086223,2.6125422,-0.781761887807207,alpha
-10.538343,1.1657122,-0.63893111240306,alpha
-7.0266914,0.115138404,-1.39224904510195,alpha
-10.575444,1.2731705,1.41777873946219,alpha
-10.49446,1.105389,1.18657461238554,alpha
-6.919018,0.117304556,-1.48051020944107,alpha
-3.3477936,4.6046,-0.487388566303139,alpha
-10.318506,-0.26915336,1.52942434916974,alpha
-9.993489,0.3859836,0.712948726078587,alpha
-2.2472296,-1.7764777,-0.878112649770955,gamma
-10.221649,-0.011927505,0.920304794690276,alpha
-9.488699,2.0591195,-1.30564509750377,alpha
-10.262477,0.11409502,0.269306810606622,alpha
-4.995845,2.1420162,-0.593533464759064,alpha
-10.746202,0.59070885,1.28325956119262,alpha
-8.228964,-0.0650774,-0.17149057083564,alpha
-9.509919,-1.0745198,-1.70412344116255,alpha
-3.5080383,4.4715686,-0.795778682595651,alpha
-3.634716,3.8284194,1.32547493256811,alpha
-8.477276,-1.1335936,1.18251931092715,alpha
-10.309324,-0.98105294,1.10242851870369,alpha
-7.6338153,0.31367406,-2.06942076483377,alpha
-7.5564275,-0.32915306,-0.99147405600565,alpha
-5.172514,2.0473466,-0.34857834654779,alpha
-7.6727195,0.60133314,-0.446970467415958,alpha
-9.594991,0.14571041,-0.345794369186539,alpha
-2.5830812,-2.0955818,-1.41389491775182,gamma
-9.469697,1.8527328,-0.041654306414831,alpha
-7.583282,0.3641432,-1.78518921127245,alpha
-2.468813,3.9356089,-0.89150841641433,alpha
-7.1466227,0.07532082,0.0432731722105502,alpha
-8.541197,-0.45272103,2.20245309991752,alpha
-9.8950205,-0.7090654,-0.565988242557912,alpha
-9.137903,-0.07254301,-0.319127241540074,alpha
-5.324409,2.4908254,-0.062799604030882,alpha
-9.252279,-2.236526,1.52207866164349,alpha
-3.5489547,4.3235116,2.31867202837898,alpha
-9.424127,-2.0881479,1.28675726430328,alpha
-7.2735233,0.01640334,-0.781187135453278,alpha
-10.328726,1.4166067,0.398687614176168,alpha
-3.1795108,4.7922544,-1.78842348882187,alpha
-10.474758,1.3232445,0.00746535747596326,alpha
-10.398744,1.4618719,1.11448442692308,alpha
-6.8935328,-0.029377818,-1.06487320518196,alpha
-9.228269,-1.6199299,0.362308339118254,alpha
-3.7995374,2.6155136,-0.292061436419936,alpha
-10.885616,0.9595802,1.75272798821024,alpha
-8.568482,0.9137727,-0.356565132851585,alpha
-3.326612,3.443824,-0.259939135548035,alpha
-4.3422575,2.3268201,0.518291494176285,alpha
-7.581984,-0.75785697,0.143351229915788,alpha
-10.723513,-0.8434094,-0.367582541364172,alpha
-4.2904134,2.374078,-0.177366572092703,alpha
-9.865321,0.5887007,0.0688973522454305,alpha
-8.394336,-2.1282575,-1.34010212398833,alpha
-9.327346,-1.5109023,0.0584570571946367,alpha
-7.980214,0.012747208,-0.871487242318591,alpha
-10.433535,1.1143571,0.0813813727526775,alpha
-7.498337,-0.86210805,-0.500410675208211,alpha
-8.208447,1.7162448,-1.0260508462659,alpha
-10.403559,1.1309024,0.145736436524102,alpha
-7.0665145,0.02921515,-1.06830555633588,alpha
-9.361937,-0.55682236,-0.471983231902789,alpha
-8.018709,-1.91446,-1.39583340291163,alpha
-9.5126915,1.2066455,0.159218350581795,alpha
-10.22634,1.8040248,0.206507204274932,alpha
-9.597303,-0.7599958,-0.849719575496554,alpha
-4.7828035,1.8326222,0.684540463029306,alpha
-3.6406488,4.0852375,1.74010921529059,alpha
-8.225329,2.1051316,-1.36795673251825,alpha
-10.514436,1.2495836,-1.42028497880707,alpha
-10.382522,-1.3202181,1.41429998111418,alpha
-10.274762,-0.0010357028,2.3233773549887,alpha
-10.453,1.261035,-0.351698335658183,alpha
-10.881136,0.20902632,0.346349714606752,alpha
-9.031516,-0.93106186,-0.880346728556201,alpha
-10.44235,1.6028949,2.3247162981775,alpha
-8.756349,0.9384174,0.346792624910441,alpha
-7.312478,-0.95491713,-1.81387045951051,alpha
-10.2034645,-0.031479917,0.00226529969956341,alpha
-8.292984,1.0040926,-1.6612547883101,alpha
-9.202706,-0.16978729,-2.00759169368849,alpha
-5.1123824,2.4363565,0.818317758452085,alpha
-9.036934,-1.2399306,-0.373334113287491,alpha
-5.116923,2.5419497,0.236747050945925,alpha
-2.4135797,-2.2124078,-0.17282896495695,gamma
-10.717965,0.8378869,0.808322935245441,alpha
-8.42494,0.41076246,-1.66442666150349,alpha
-7.273365,-0.25914806,-2.51322597812157,alpha
-7.6703563,1.2408268,-0.784797170377816,alpha
-8.2357435,0.9884459,0.254452667231077,alpha
-7.961485,-1.8403118,-0.254464297874592,alpha
-10.767743,-0.1182217,-1.08018332264886,alpha
-8.847897,-2.1398942,-0.287590894778104,alpha
-7.8368506,0.784447,-3.57587684473409,alpha
-8.038175,-1.8548596,-1.22861187097565,alpha
-3.9996393,3.2501385,1.88422447551428,alpha
-10.954339,0.57102853,-1.51865659810188,alpha
-7.219727,0.20596084,-0.684051987442026,alpha
-8.695332,0.39979935,1.55314098433854,alpha
-10.861417,-0.46519005,0.915052142691562,alpha
-9.517471,-1.2650917,-0.268649159167214,alpha
-8.4048605,0.74786943,-1.10028377350824,alpha
-5.1061034,1.3739774,-0.820482398961157,alpha
-10.463506,0.25329044,0.595114033493868,alpha
-5.475747,2.0616298,0.709979027545772,alpha
-10.4823475,0.33077404,0.210496558487213,alpha
-10.313272,1.8403428,1.94334604413846,alpha
-9.099434,-2.5689037,0.557929232338524,alpha
-5.661116,2.192183,-2.3635618163901,alpha
-9.886287,0.86660326,-0.183063932826529,alpha
-5.9584184,1.5015291,-0.727876236329722,alpha
-9.958658,1.4402452,0.53278658437769,alpha
-7.971408,-0.18981974,0.889388325915084,alpha
-9.263056,-0.57173973,0.732947346944911,alpha
-8.917687,1.382321,-1.7221913680121,alpha
-3.95203,2.8455727,-1.2264900961002,alpha
-5.0558934,1.7019668,-0.141784358269656,alpha
-9.52539,1.4260298,-0.687873455582902,alpha
-8.289497,2.273455,1.78508133536492,alpha
-8.684565,1.06264,-1.64634709642243,alpha
-7.3644986,-0.6342295,-0.0140995780952698,alpha
-10.355686,0.52809304,-2.76084004348129,alpha
-7.194346,-1.3535796,-0.196679617622231,alpha
-7.857714,-0.21675478,1.67016972934092,alpha
-7.066846,0.42216027,-1.74198473960969,alpha
-7.4704313,0.7180181,0.766471997327163,alpha
-7.116882,0.21867739,-1.84634697582966,alpha
-4.214578,3.36557,3.3999946149514,alpha
-8.762073,1.7768439,0.0517670909047916,alpha
-3.7919712,2.7316542,-0.799197966766617,alpha
-2.4067008,-2.0101495,-0.074204861666957,gamma
-9.018462,1.872179,-0.827526660222183,alpha
-8.742011,1.351504,-1.19237521298311,alpha
-9.381706,0.04765437,-0.284743048904968,alpha
-8.841746,0.70118946,-0.103426404006354,alpha
-9.469169,-2.1732633,-1.14106200653766,alpha
-3.1530983,2.88037,1.19518004617106,alpha
-8.278999,-1.4818721,1.37278768181419,alpha
-7.318487,-0.15121216,-1.1648945474421,alpha
-9.683227,0.1365239,0.923791231227285,alpha
-8.976647,-0.82247823,0.590851307303449,alpha
-10.170108,-1.0584134,-0.880000159936272,alpha
-2.6580732,4.42103,-1.77488481346782,alpha
-8.467484,-0.65654105,1.11459220070259,alpha
